DeviceID,GPSTime,DeviceTime,Longitude,Latitude,GPSSpeed(Meters/second),HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),AccelerationSensor(Total)(g),Costpermile/km(Instant)(£/km),CO2ing/km(Average)(g/km),Distancetoempty(Estimated)(km),EngineLoad(%),EngineRPM(rpm)
5e443ad4-23d9-11e6-b67b-9e71128cae77,Wed May 18 18:00:47 GMT+05:30 2016,00:46.1,77.59510374,12.901937,2.9005687,8,826,345.9,8.36,-0.44,-3.67,-0.01,-0.07,25.15,279.58,61.97,36.08,1270
5e443ad4-23d9-11e6-b67b-9e71128cae78,Wed May 18 18:00:47 GMT+05:30 2016,00:46.2,77.59510374,12.901937,2.9005687,8,826,345.9,7.97,-0.64,-3.89,-0.02,-0.07,25.15,278.99,61.97,36.08,1337
5e443ad4-23d9-11e6-b67b-9e71128cae79,Wed May 18 18:00:47 GMT+05:30 2016,00:46.3,77.59510374,12.901937,2.9005687,8,826,345.9,7.8,-2.05,-4.19,-0.05,-0.17,25.15,278.39,61.97,49.02,1456
5e443ad4-23d9-11e6-b67b-9e71128cae80,Wed May 18 18:00:47 GMT+05:30 2016,00:46.4,77.59510374,12.901937,2.9005687,8,826,345.9,7.79,-1.71,-4.28,-0.06,-0.11,25.15,278.39,61.97,42.35,1545
5e443ad4-23d9-11e6-b67b-9e71128cae81,Wed May 18 18:00:47 GMT+05:30 2016,00:46.5,77.59510374,12.901937,2.9005687,8,826,345.9,8.38,-0.86,-4.69,-0.04,-0.07,25.15,278.12,61.97,39.61,1482
5e443ad4-23d9-11e6-b67b-9e71128cae82,Wed May 18 18:00:47 GMT+05:30 2016,00:46.6,77.59510374,12.901937,2.9005687,8,826,345.9,7.46,-0.46,-5.76,-0.04,-0.08,25.15,277.61,62.55,48.24,1342
5e443ad4-23d9-11e6-b67b-9e71128cae83,Wed May 18 18:00:47 GMT+05:30 2016,00:46.7,77.59510374,12.901937,2.9005687,8,826,345.9,6.64,-1.06,-4.93,-0.13,-0.08,25.15,277.41,62.55,60.39,1151
5e443ad4-23d9-11e6-b67b-9e71128cae84,Wed May 18 18:00:47 GMT+05:30 2016,00:46.8,77.59510374,12.901937,2.9005687,8,826,345.9,7.64,-1.41,-4.28,-0.06,-0.1,25.15,277.53,62.55,74.51,1000
5e443ad4-23d9-11e6-b67b-9e71128cae85,Wed May 18 18:00:47 GMT+05:30 2016,00:46.8,77.59510374,12.901937,2.9005687,8,826,345.9,7.76,-1.39,-3.26,-0.06,-0.1,25.15,277.74,62.55,70.59,1024
5e443ad4-23d9-11e6-b67b-9e71128cae86,Wed May 18 18:00:47 GMT+05:30 2016,00:46.9,77.59510374,12.901937,2.9005687,8,826,345.9,8.53,-1.5,-3.82,-0.05,-0.09,25.15,278.07,62.55,56.47,1116
5e443ad4-23d9-11e6-b67b-9e71128cae87,Wed May 18 18:00:48 GMT+05:30 2016,00:47.0,77.59511793,12.90198312,3.9891102,4,826,8.9,8.88,-1.16,-3.49,0,-0.01,25.15,277.94,62.55,63.53,1117
5e443ad4-23d9-11e6-b67b-9e71128cae88,Wed May 18 18:00:48 GMT+05:30 2016,00:47.1,77.59511793,12.90198312,3.9891102,4,826,8.9,7.68,0.76,-3.23,-0.02,-0.04,25.15,278.02,62.55,60.78,1187
5e443ad4-23d9-11e6-b67b-9e71128cae89,Wed May 18 18:00:48 GMT+05:30 2016,00:47.2,77.59511793,12.90198312,3.9891102,4,826,8.9,8.17,-0.59,-3.62,-0.03,-0.09,25.15,277.9,62.55,58.43,1222
5e443ad4-23d9-11e6-b67b-9e71128cae90,Wed May 18 18:00:48 GMT+05:30 2016,00:47.3,77.59511793,12.90198312,3.9891102,4,826,8.9,8.45,-1.25,-3.44,-0.03,-0.09,25.15,277.86,63.04,58.43,1249
5e443ad4-23d9-11e6-b67b-9e71128cae91,Wed May 18 18:00:48 GMT+05:30 2016,00:47.4,77.59511793,12.90198312,3.9891102,4,826,8.9,8.33,-1.45,-3.92,-0.03,-0.01,25.15,277.76,63.04,57.25,1285
5e443ad4-23d9-11e6-b67b-9e71128cae92,Wed May 18 18:00:48 GMT+05:30 2016,00:47.5,77.59511793,12.90198312,3.9891102,4,826,8.9,9.2,-1.83,-4.57,0.04,0.07,25.15,277.55,63.04,53.73,1319
5e443ad4-23d9-11e6-b67b-9e71128cae93,Wed May 18 18:00:48 GMT+05:30 2016,00:47.5,77.59511793,12.90198312,3.9891102,4,826,8.9,9.53,0.46,-4.5,0.05,0.08,11.78,277.21,63.04,51.37,1342
5e443ad4-23d9-11e6-b67b-9e71128cae94,Wed May 18 18:00:48 GMT+05:30 2016,00:47.6,77.59511793,12.90198312,3.9891102,4,826,8.9,8.47,0.69,-3.77,0.05,0.08,11.78,276.78,63.04,50.2,1364
5e443ad4-23d9-11e6-b67b-9e71128cae95,Wed May 18 18:00:48 GMT+05:30 2016,00:47.7,77.59511793,12.90198312,3.9891102,4,826,8.9,8.63,-0.36,-4.64,0.02,0.03,11.78,276.28,63.04,45.49,1421
5e443ad4-23d9-11e6-b67b-9e71128cae96,Wed May 18 18:00:48 GMT+05:30 2016,00:47.8,77.59511793,12.90198312,3.9891102,4,826,8.9,8.83,-0.71,-4.05,0,-0.02,11.78,275.7,63.04,43.14,1432
5e443ad4-23d9-11e6-b67b-9e71128cae97,Wed May 18 18:00:48 GMT+05:30 2016,00:47.9,77.59511793,12.90198312,3.9891102,4,826,8.9,8.41,-1.66,-3.21,-0.01,-0.07,11.78,275.03,63.04,41.96,1443
5e443ad4-23d9-11e6-b67b-9e71128cae98,Wed May 18 18:00:48 GMT+05:30 2016,00:48.0,77.59511793,12.90198312,3.9891102,4,826,8.9,8.92,-0.04,-4.55,0,-0.07,11.78,274.4,63.04,41.96,1486
5e443ad4-23d9-11e6-b67b-9e71128cae99,Wed May 18 18:00:49 GMT+05:30 2016,00:48.0,77.59511034,12.90202509,5.331501,4,825,358,8.52,0.78,-4.98,0.03,0.01,11.78,273.76,63.98,39.61,1505
5e443ad4-23d9-11e6-b67b-9e71128cae100,Wed May 18 18:00:49 GMT+05:30 2016,00:48.1,77.59511034,12.90202509,5.331501,4,825,358,8.55,-0.12,-3.79,-0.03,0,11.78,273.07,63.98,34.9,1499
5e443ad4-23d9-11e6-b67b-9e71128cae101,Wed May 18 18:00:49 GMT+05:30 2016,00:48.2,77.59511034,12.90202509,5.331501,4,825,358,9.21,0.82,-4.07,0.01,0.03,11.78,272.24,63.98,26.27,1513
5e443ad4-23d9-11e6-b67b-9e71128cae102,Wed May 18 18:00:49 GMT+05:30 2016,00:48.3,77.59511034,12.90202509,5.331501,4,825,358,8.99,-0.44,-2.96,0.02,0.03,11.78,271.28,63.98,20.78,1504
5e443ad4-23d9-11e6-b67b-9e71128cae103,Wed May 18 18:00:49 GMT+05:30 2016,00:48.4,77.59511034,12.90202509,5.331501,4,825,358,8.9,-0.41,-3.42,-0.01,-0.02,11.78,270.19,63.98,18.04,1485
5e443ad4-23d9-11e6-b67b-9e71128cae104,Wed May 18 18:00:49 GMT+05:30 2016,00:48.5,77.59511034,12.90202509,5.331501,4,825,358,8.83,0.66,-3.15,-0.02,-0.07,11.78,269.08,63.98,18.04,1512
5e443ad4-23d9-11e6-b67b-9e71128cae105,Wed May 18 18:00:49 GMT+05:30 2016,00:48.6,77.59511034,12.90202509,5.331501,4,825,358,9.21,0.26,-3.59,-0.01,-0.04,11.78,267.99,63.98,7.45,1601
5e443ad4-23d9-11e6-b67b-9e71128cae106,Wed May 18 18:00:49 GMT+05:30 2016,00:48.7,77.59511034,12.90202509,5.331501,4,825,358,9.68,-0.27,-3.71,0,0.06,11.78,266.76,63.98,9.8,1591
5e443ad4-23d9-11e6-b67b-9e71128cae107,Wed May 18 18:00:49 GMT+05:30 2016,00:48.7,77.59511034,12.90202509,5.331501,4,825,358,8.97,-1.25,-2.17,0.01,0.06,11.78,265.56,63.98,18.04,1579
5e443ad4-23d9-11e6-b67b-9e71128cae108,Wed May 18 18:00:49 GMT+05:30 2016,00:48.8,77.59511034,12.90202509,5.331501,4,825,358,9.46,-0.15,-3.46,0.05,0.05,11.78,264.44,64,7.06,1585
5e443ad4-23d9-11e6-b67b-9e71128cae109,Wed May 18 18:00:49 GMT+05:30 2016,00:48.9,77.59511034,12.90202509,5.331501,4,825,358,9.53,1.44,-4.31,0.02,0.01,11.78,263.24,64,0.39,1576
5e443ad4-23d9-11e6-b67b-9e71128cae110,Wed May 18 18:00:49 GMT+05:30 2016,00:49.0,77.59511034,12.90202509,5.331501,4,825,358,8.8,0.99,-4.54,0.01,0.01,11.78,261.94,64,0,1519
5e443ad4-23d9-11e6-b67b-9e71128cae111,Wed May 18 18:00:50 GMT+05:30 2016,00:49.1,77.59511806,12.90208946,6.394138,4,825,359.8,8.68,-0.07,-3.38,0,0.01,5.03,260.65,64,1.18,1419
5e443ad4-23d9-11e6-b67b-9e71128cae112,Wed May 18 18:00:50 GMT+05:30 2016,00:49.2,77.59511806,12.90208946,6.394138,4,825,359.8,8.89,0,-3.11,-0.02,-0.09,5.03,259.37,64,1.18,1308
5e443ad4-23d9-11e6-b67b-9e71128cae113,Wed May 18 18:00:50 GMT+05:30 2016,00:49.3,77.59511806,12.90208946,6.394138,4,825,359.8,8.88,0.33,-2.75,0.01,0.04,5.03,258.11,64,1.18,1179
5e443ad4-23d9-11e6-b67b-9e71128cae114,Wed May 18 18:00:50 GMT+05:30 2016,00:49.4,77.59511806,12.90208946,6.394138,4,825,359.8,8.92,0.47,-2.97,0.02,-0.04,5.03,256.85,64,1.18,1035
5e443ad4-23d9-11e6-b67b-9e71128cae115,Wed May 18 18:00:50 GMT+05:30 2016,00:49.5,77.59511806,12.90208946,6.394138,4,825,359.8,9.03,0.88,-3.05,0,-0.04,5.03,255.61,64,0,957
5e443ad4-23d9-11e6-b67b-9e71128cae116,Wed May 18 18:00:50 GMT+05:30 2016,00:49.6,77.59511806,12.90208946,6.394138,4,825,359.8,9.65,1.16,-3.1,0.06,-0.02,5.03,254.38,64,30.2,922
5e443ad4-23d9-11e6-b67b-9e71128cae117,Wed May 18 18:00:50 GMT+05:30 2016,00:49.7,77.59511806,12.90208946,6.394138,4,825,359.8,8.93,0.06,-2.53,0.01,0.02,5.03,253.36,64.02,30.59,893
5e443ad4-23d9-11e6-b67b-9e71128cae118,Wed May 18 18:00:50 GMT+05:30 2016,00:49.7,77.59511806,12.90208946,6.394138,4,825,359.8,9.34,0.08,-2.24,0.01,-0.02,5.03,252.35,64.02,40.39,859
5e443ad4-23d9-11e6-b67b-9e71128cae119,Wed May 18 18:00:50 GMT+05:30 2016,00:49.8,77.59511806,12.90208946,6.394138,4,825,359.8,9.89,0.5,-3.12,0.01,-0.02,5.03,251.42,64.02,37.25,868
5e443ad4-23d9-11e6-b67b-9e71128cae120,Wed May 18 18:00:50 GMT+05:30 2016,00:49.9,77.59511806,12.90208946,6.394138,4,825,359.8,9.67,0.11,-2.32,0.03,0.03,5.03,250.56,64.02,37.65,854
5e443ad4-23d9-11e6-b67b-9e71128cae121,Wed May 18 18:00:50 GMT+05:30 2016,00:50.0,77.59511806,12.90208946,6.394138,4,825,359.8,9.94,0.65,-2.7,0.05,0.05,5.03,249.71,64.02,36.47,871
5e443ad4-23d9-11e6-b67b-9e71128cae122,Wed May 18 18:00:51 GMT+05:30 2016,00:50.1,77.59513304,12.90217779,7.253041,5,826,2.3,9.21,0.46,-1.26,0.02,-0.05,5.03,248.84,64.02,36.47,860
5e443ad4-23d9-11e6-b67b-9e71128cae123,Wed May 18 18:00:51 GMT+05:30 2016,00:50.2,77.59513304,12.90217779,7.253041,5,826,2.3,9.76,0.6,-2.19,0.02,-0.05,5.03,247.96,64.02,35.29,857
5e443ad4-23d9-11e6-b67b-9e71128cae124,Wed May 18 18:00:51 GMT+05:30 2016,00:50.3,77.59513304,12.90217779,7.253041,5,826,2.3,10.3,-0.62,-3.57,0.13,-0.08,5.03,247.07,64.02,33.33,868
5e443ad4-23d9-11e6-b67b-9e71128cae125,Wed May 18 18:00:51 GMT+05:30 2016,00:50.3,77.59513304,12.90217779,7.253041,5,826,2.3,12.75,0.17,-2.38,0.16,0.32,5.03,246.16,64.04,34.12,859
5e443ad4-23d9-11e6-b67b-9e71128cae126,Wed May 18 18:00:51 GMT+05:30 2016,00:50.4,77.59513304,12.90217779,7.253041,5,826,2.3,12.02,1.81,-2.9,0.24,0.27,5.03,245.29,64.04,32.94,861
5e443ad4-23d9-11e6-b67b-9e71128cae127,Wed May 18 18:00:51 GMT+05:30 2016,00:50.5,77.59513304,12.90217779,7.253041,5,826,2.3,9.86,1.46,-4.14,0.22,0.27,5.03,244.39,64.04,31.76,869
5e443ad4-23d9-11e6-b67b-9e71128cae128,Wed May 18 18:00:51 GMT+05:30 2016,00:50.6,77.59513304,12.90217779,7.253041,5,826,2.3,6.93,-1.39,-1.6,-0.24,-0.07,5.03,243.5,64.04,30.98,856
5e443ad4-23d9-11e6-b67b-9e71128cae129,Wed May 18 18:00:51 GMT+05:30 2016,00:50.7,77.59513304,12.90217779,7.253041,5,826,2.3,8.25,0.22,-4.86,-0.08,-0.03,2.34,242.6,64.04,31.76,858
5e443ad4-23d9-11e6-b67b-9e71128cae130,Wed May 18 18:00:51 GMT+05:30 2016,00:50.8,77.59513304,12.90217779,7.253041,5,826,2.3,9.29,1.05,-6.27,-0.03,-0.03,2.34,241.71,64.04,31.76,862
5e443ad4-23d9-11e6-b67b-9e71128cae131,Wed May 18 18:00:51 GMT+05:30 2016,00:50.9,77.59513304,12.90217779,7.253041,5,826,2.3,9.2,-0.03,-2.59,-0.01,-0.1,2.34,240.85,64.04,30.98,852
5e443ad4-23d9-11e6-b67b-9e71128cae132,Wed May 18 18:00:51 GMT+05:30 2016,00:51.0,77.59513304,12.90217779,7.253041,5,826,2.3,9.81,-0.01,-1.76,0.03,0.12,2.34,239.99,64.04,29.02,856
5e443ad4-23d9-11e6-b67b-9e71128cae133,Wed May 18 18:00:52 GMT+05:30 2016,00:51.1,77.59513892,12.90223057,6.7100673,5,827,5.2,9.3,-0.61,-2.59,0.06,0,2.34,239.14,64.06,30.59,860
5e443ad4-23d9-11e6-b67b-9e71128cae134,Wed May 18 18:00:52 GMT+05:30 2016,00:51.2,77.59513892,12.90223057,6.7100673,5,827,5.2,8.56,0.2,-3.17,0.04,-0.02,2.34,238.29,64.06,30.59,854
5e443ad4-23d9-11e6-b67b-9e71128cae135,Wed May 18 18:00:52 GMT+05:30 2016,00:51.2,77.59513892,12.90223057,6.7100673,5,827,5.2,8.24,1.23,-3.62,0.02,-0.02,2.34,237.45,64.06,29.41,853
5e443ad4-23d9-11e6-b67b-9e71128cae136,Wed May 18 18:00:52 GMT+05:30 2016,00:51.3,77.59513892,12.90223057,6.7100673,5,827,5.2,8.76,-0.77,-3.07,-0.03,-0.03,2.34,236.61,64.06,28.24,858
5e443ad4-23d9-11e6-b67b-9e71128cae137,Wed May 18 18:00:52 GMT+05:30 2016,00:51.4,77.59513892,12.90223057,6.7100673,5,827,5.2,9.01,-0.72,-3.27,0.01,-0.04,2.34,235.78,64.06,30.2,851
5e443ad4-23d9-11e6-b67b-9e71128cae138,Wed May 18 18:00:52 GMT+05:30 2016,00:51.5,77.59513892,12.90223057,6.7100673,5,827,5.2,9.05,-0.71,-3.71,0.01,-0.02,2.34,234.96,64.06,28.63,849
5e443ad4-23d9-11e6-b67b-9e71128cae139,Wed May 18 18:00:52 GMT+05:30 2016,00:51.6,77.59513892,12.90223057,6.7100673,5,827,5.2,9.09,-0.49,-3.06,0.01,0,2.34,234.18,64.06,28.63,854
5e443ad4-23d9-11e6-b67b-9e71128cae140,Wed May 18 18:00:52 GMT+05:30 2016,00:51.7,77.59513892,12.90223057,6.7100673,5,827,5.2,9.47,0.09,-3.25,0.04,0.02,2.34,233.37,64.06,30.2,846
5e443ad4-23d9-11e6-b67b-9e71128cae141,Wed May 18 18:00:52 GMT+05:30 2016,00:51.8,77.59513892,12.90223057,6.7100673,5,827,5.2,9.17,0.2,-3.22,0.03,0.02,2.34,232.59,64.08,29.02,859
5e443ad4-23d9-11e6-b67b-9e71128cae142,Wed May 18 18:00:52 GMT+05:30 2016,00:51.9,77.59513892,12.90223057,6.7100673,5,827,5.2,8.89,0.26,-3.76,0.03,0.03,2.34,231.82,64.08,29.02,855
5e443ad4-23d9-11e6-b67b-9e71128cae143,Wed May 18 18:00:52 GMT+05:30 2016,00:52.0,77.59513892,12.90223057,6.7100673,5,827,5.2,8.56,-0.36,-3.34,0.02,-0.03,2.34,231.04,64.08,28.24,848
5e443ad4-23d9-11e6-b67b-9e71128cae144,Wed May 18 18:00:53 GMT+05:30 2016,00:52.1,77.59516503,12.90229631,5.9006863,5,824,5.5,9.11,0.27,-3.99,0.03,-0.06,2.34,230.23,64.08,29.8,856
5e443ad4-23d9-11e6-b67b-9e71128cae145,Wed May 18 18:00:53 GMT+05:30 2016,00:52.2,77.59516503,12.90229631,5.9006863,5,824,5.5,9.43,-1.05,-3.58,0.01,0.04,2.34,229.47,64.08,28.63,853
5e443ad4-23d9-11e6-b67b-9e71128cae146,Wed May 18 18:00:53 GMT+05:30 2016,00:52.2,77.59516503,12.90229631,5.9006863,5,824,5.5,9.17,-0.87,-3.69,0.02,0.04,2.34,228.71,64.08,28.24,850
5e443ad4-23d9-11e6-b67b-9e71128cae147,Wed May 18 18:00:53 GMT+05:30 2016,00:52.3,77.59516503,12.90229631,5.9006863,5,824,5.5,9.05,-0.82,-3.53,0.02,0.03,3.33,227.93,64.08,28.63,849
5e443ad4-23d9-11e6-b67b-9e71128cae148,Wed May 18 18:00:53 GMT+05:30 2016,00:52.4,77.59516503,12.90229631,5.9006863,5,824,5.5,8.69,-0.54,-3.53,-0.02,-0.04,3.33,227.2,64.08,28.63,850
5e443ad4-23d9-11e6-b67b-9e71128cae149,Wed May 18 18:00:53 GMT+05:30 2016,00:52.5,77.59516503,12.90229631,5.9006863,5,824,5.5,8.84,-0.62,-3.03,-0.01,-0.04,3.33,226.48,64.1,28.63,856
5e443ad4-23d9-11e6-b67b-9e71128cae150,Wed May 18 18:00:53 GMT+05:30 2016,00:52.6,77.59516503,12.90229631,5.9006863,5,824,5.5,8.87,0.31,-3.49,-0.01,-0.05,3.33,225.76,64.1,29.02,850
5e443ad4-23d9-11e6-b67b-9e71128cae151,Wed May 18 18:00:53 GMT+05:30 2016,00:52.7,77.59516503,12.90229631,5.9006863,5,824,5.5,9.23,-0.06,-4.04,0,0,3.33,225.02,64.1,28.63,848
5e443ad4-23d9-11e6-b67b-9e71128cae152,Wed May 18 18:00:53 GMT+05:30 2016,00:52.8,77.59516503,12.90229631,5.9006863,5,824,5.5,9.21,-0.5,-4.11,0.05,-0.03,3.33,224.3,64.1,28.24,854
5e443ad4-23d9-11e6-b67b-9e71128cae153,Wed May 18 18:00:53 GMT+05:30 2016,00:52.9,77.59516503,12.90229631,5.9006863,5,824,5.5,9.15,-0.88,-3.26,0.01,-0.02,3.33,223.62,64.1,28.63,849
5e443ad4-23d9-11e6-b67b-9e71128cae154,Wed May 18 18:00:53 GMT+05:30 2016,00:53.0,77.59516503,12.90229631,5.9006863,5,824,5.5,9.19,-0.82,-3.61,0.02,0.01,3.33,222.94,64.1,29.02,845
5e443ad4-23d9-11e6-b67b-9e71128cae155,Wed May 18 18:00:54 GMT+05:30 2016,00:53.1,77.59516321,12.90234553,5.4311137,5,824,2.7,8.78,-0.19,-3.46,-0.02,0.01,3.33,222.27,64.1,26.67,856
5e443ad4-23d9-11e6-b67b-9e71128cae156,Wed May 18 18:00:54 GMT+05:30 2016,00:53.2,77.59516321,12.90234553,5.4311137,5,824,2.7,8.9,0.17,-3.19,-0.02,-0.04,3.33,221.57,64.1,29.02,848
5e443ad4-23d9-11e6-b67b-9e71128cae157,Wed May 18 18:00:54 GMT+05:30 2016,00:53.3,77.59516321,12.90234553,5.4311137,5,824,2.7,8.97,-0.3,-3.02,0.02,0.05,3.33,220.88,64.12,28.24,847
5e443ad4-23d9-11e6-b67b-9e71128cae158,Wed May 18 18:00:54 GMT+05:30 2016,00:53.3,77.59516321,12.90234553,5.4311137,5,824,2.7,9.11,-0.67,-3.02,0.02,-0.02,3.33,220.23,64.12,26.67,856
5e443ad4-23d9-11e6-b67b-9e71128cae159,Wed May 18 18:00:54 GMT+05:30 2016,00:53.4,77.59516321,12.90234553,5.4311137,5,824,2.7,9.04,-0.32,-2.39,0.01,-0.02,3.33,219.56,64.12,27.84,851
5e443ad4-23d9-11e6-b67b-9e71128cae160,Wed May 18 18:00:54 GMT+05:30 2016,00:53.5,77.59516321,12.90234553,5.4311137,5,824,2.7,9.58,-0.49,-2.77,0.04,0.03,3.33,218.9,64.12,27.84,853
5e443ad4-23d9-11e6-b67b-9e71128cae161,Wed May 18 18:00:54 GMT+05:30 2016,00:53.6,77.59516321,12.90234553,5.4311137,5,824,2.7,9.33,0.06,-2.74,0.02,-0.01,3.33,218.24,64.12,28.63,847
5e443ad4-23d9-11e6-b67b-9e71128cae162,Wed May 18 18:00:54 GMT+05:30 2016,00:53.7,77.59516321,12.90234553,5.4311137,5,824,2.7,9.79,0.06,-2.99,0.02,0.04,3.33,217.63,64.12,27.84,844
5e443ad4-23d9-11e6-b67b-9e71128cae163,Wed May 18 18:00:54 GMT+05:30 2016,00:53.8,77.59516321,12.90234553,5.4311137,5,824,2.7,9.67,0.94,-2.92,0.03,0.04,3.33,216.98,64.12,27.84,850
5e443ad4-23d9-11e6-b67b-9e71128cae164,Wed May 18 18:00:54 GMT+05:30 2016,00:53.8,77.59516321,12.90234553,5.4311137,5,824,2.7,9.62,0.31,-2.67,0.04,0.03,3.33,216.35,64.12,28.63,848
5e443ad4-23d9-11e6-b67b-9e71128cae165,Wed May 18 18:00:54 GMT+05:30 2016,00:53.9,77.59516321,12.90234553,5.4311137,5,824,2.7,9.2,0.04,-2.74,0.02,-0.01,3.83,215.74,64.12,27.45,856
5e443ad4-23d9-11e6-b67b-9e71128cae166,Wed May 18 18:00:54 GMT+05:30 2016,00:54.0,77.59516321,12.90234553,5.4311137,5,824,2.7,9.2,0.6,-2.91,0.01,-0.01,3.83,215.13,64.14,27.84,849
5e443ad4-23d9-11e6-b67b-9e71128cae167,Wed May 18 18:00:55 GMT+05:30 2016,00:54.1,77.59517413,12.90237544,4.7708488,4,824,6.5,9.12,0.93,-2.65,0.01,-0.01,3.83,214.54,64.14,29.02,845
5e443ad4-23d9-11e6-b67b-9e71128cae168,Wed May 18 18:00:55 GMT+05:30 2016,00:54.2,77.59517413,12.90237544,4.7708488,4,824,6.5,9.34,0.81,-3.04,0.02,0,3.83,213.97,64.14,28.63,853
5e443ad4-23d9-11e6-b67b-9e71128cae169,Wed May 18 18:00:55 GMT+05:30 2016,00:54.3,77.59517413,12.90237544,4.7708488,4,824,6.5,9.53,0.64,-2.84,0.02,-0.01,3.83,213.41,64.14,28.63,850
5e443ad4-23d9-11e6-b67b-9e71128cae170,Wed May 18 18:00:55 GMT+05:30 2016,00:54.4,77.59517413,12.90237544,4.7708488,4,824,6.5,9.66,0.57,-2.74,0.02,0.03,3.83,213.41,64.14,29.41,845
5e443ad4-23d9-11e6-b67b-9e71128cae171,Wed May 18 18:00:55 GMT+05:30 2016,00:54.5,77.59517413,12.90237544,4.7708488,4,824,6.5,9.55,1.07,-3.08,0.05,-0.02,3.83,213.41,64.14,28.63,845
5e443ad4-23d9-11e6-b67b-9e71128cae172,Wed May 18 18:00:55 GMT+05:30 2016,00:54.6,77.59517413,12.90237544,4.7708488,4,824,6.5,9.35,1.08,-2.48,0.01,0,3.83,213.41,64.14,29.02,850
5e443ad4-23d9-11e6-b67b-9e71128cae173,Wed May 18 18:00:55 GMT+05:30 2016,00:54.7,77.59517413,12.90237544,4.7708488,4,824,6.5,9.49,1.67,-3.26,0.03,0,3.83,213.41,64.14,29.41,844
5e443ad4-23d9-11e6-b67b-9e71128cae174,Wed May 18 18:00:55 GMT+05:30 2016,00:54.8,77.59517413,12.90237544,4.7708488,4,824,6.5,9.29,1.31,-3.18,0.03,0,3.83,213.41,66.06,29.41,845
5e443ad4-23d9-11e6-b67b-9e71128cae175,Wed May 18 18:00:55 GMT+05:30 2016,00:54.9,77.59517413,12.90237544,4.7708488,4,824,6.5,9.26,1.01,-3.3,0.03,0,3.83,213.41,66.06,29.02,846
5e443ad4-23d9-11e6-b67b-9e71128cae176,Wed May 18 18:00:55 GMT+05:30 2016,00:55.0,77.59517413,12.90237544,4.7708488,4,824,6.5,9.07,0.95,-3.51,0.01,-0.01,3.83,213.41,66.06,29.41,839
5e443ad4-23d9-11e6-b67b-9e71128cae177,Wed May 18 18:00:56 GMT+05:30 2016,00:55.1,77.59517207,12.9024129,4.210962,4,824,4.4,9.05,1.97,-3.45,0.02,0.01,3.83,213.41,66.06,29.41,840
5e443ad4-23d9-11e6-b67b-9e71128cae178,Wed May 18 18:00:56 GMT+05:30 2016,00:55.1,77.59517207,12.9024129,4.210962,4,824,4.4,9.03,1.97,-3.83,0.02,0.04,3.83,213.41,66.06,30.98,837
5e443ad4-23d9-11e6-b67b-9e71128cae179,Wed May 18 18:00:56 GMT+05:30 2016,00:55.2,77.59517207,12.9024129,4.210962,4,824,4.4,9.38,1.73,-3.04,0.04,0.04,3.83,213.41,66.06,30.2,837
5e443ad4-23d9-11e6-b67b-9e71128cae180,Wed May 18 18:00:56 GMT+05:30 2016,00:55.4,77.59517207,12.9024129,4.210962,4,824,4.4,9.57,1.74,-3.42,0.07,0.02,3.83,213.41,66.06,31.76,839
5e443ad4-23d9-11e6-b67b-9e71128cae181,Wed May 18 18:00:56 GMT+05:30 2016,00:55.5,77.59517207,12.9024129,4.210962,4,824,4.4,9.31,1.5,-2.96,0.05,0,5.53,213.41,66.06,35.69,825
5e443ad4-23d9-11e6-b67b-9e71128cae182,Wed May 18 18:00:56 GMT+05:30 2016,00:55.5,77.59517207,12.9024129,4.210962,4,824,4.4,9.09,2.11,-3.27,0.04,0.03,5.53,213.41,67.77,35.69,830
5e443ad4-23d9-11e6-b67b-9e71128cae183,Wed May 18 18:00:56 GMT+05:30 2016,00:55.6,77.59517207,12.9024129,4.210962,4,824,4.4,9.08,2.36,-3.17,0.03,-0.01,5.53,213.41,67.77,36.47,833
5e443ad4-23d9-11e6-b67b-9e71128cae184,Wed May 18 18:00:56 GMT+05:30 2016,00:55.7,77.59517207,12.9024129,4.210962,4,824,4.4,8.97,2.49,-3.23,0.04,0.04,5.53,213.41,67.77,34.9,842
5e443ad4-23d9-11e6-b67b-9e71128cae185,Wed May 18 18:00:56 GMT+05:30 2016,00:55.8,77.59517207,12.9024129,4.210962,4,824,4.4,9.22,1.34,-3.06,0.04,0.04,5.53,213.41,67.77,34.12,846
5e443ad4-23d9-11e6-b67b-9e71128cae186,Wed May 18 18:00:56 GMT+05:30 2016,00:55.9,77.59517207,12.9024129,4.210962,4,824,4.4,8.91,1.47,-3.2,0.04,-0.02,5.53,213.41,67.77,32.94,856
5e443ad4-23d9-11e6-b67b-9e71128cae187,Wed May 18 18:00:56 GMT+05:30 2016,00:56.0,77.59517207,12.9024129,4.210962,4,824,4.4,9.09,1.44,-3.13,0.01,-0.02,5.53,213.41,67.77,31.76,856
5e443ad4-23d9-11e6-b67b-9e71128cae188,Wed May 18 18:00:57 GMT+05:30 2016,00:56.1,77.59517187,12.90242531,2.5316002,4,823,347.2,9.13,1.85,-2.99,0.03,0.03,5.53,213.41,67.77,33.33,847
5e443ad4-23d9-11e6-b67b-9e71128cae189,Wed May 18 18:00:57 GMT+05:30 2016,00:56.2,77.59517187,12.90242531,2.5316002,4,823,347.2,9.07,1.88,-3.05,0.03,-0.02,5.53,213.41,67.77,32.16,856
